filename,width,height,class,xmin,ymin,xmax,ymax,label
fr1365.jpg,1920,1080,rear_camera,1074,184,1109,219,7
fr1381.jpg,1920,1080,rear_camera,1085,128,1117,161,7
fr1381.jpg,1920,1080,shvs,1376,637,1505,690,8
fr1395.jpg,1920,1080,shvs,1385,696,1514,746,8
fr1395.jpg,1920,1080,rear_camera,1061,125,1100,163,7
fr1405.jpg,1920,1080,rear_camera,1023,96,1055,134,7
fr1405.jpg,1920,1080,shvs,1370,708,1503,755,8
fr1413.jpg,1920,1080,shvs,1370,752,1517,811,8
fr1413.jpg,1920,1080,rear_camera,1005,102,1038,137,7
fr1419.jpg,1920,1080,rear_camera,1000,113,1035,158,7
fr1419.jpg,1920,1080,shvs,1388,822,1555,884,8
fr1429.jpg,1920,1080,rear_camera,1041,128,1070,181,7
fr1429.jpg,1920,1080,shvs,1482,925,1647,996,8
fr1435.jpg,1920,1080,shvs,1553,1002,1753,1080,8
fr1435.jpg,1920,1080,rear_camera,1064,152,1105,190,7
fr1441.jpg,1920,1080,rear_camera,1080,175,1127,222,7
fr1445.jpg,1920,1080,rear_camera,1067,190,1114,234,7
fr1449.jpg,1920,1080,rear_camera,1041,202,1105,252,7
fr1453.jpg,1920,1080,rear_camera,1023,195,1085,248,7
fr1457.jpg,1920,1080,rear_camera,1020,213,1055,255,7
fr1461.jpg,1920,1080,rear_camera,994,216,1044,266,7
fr1465.jpg,1920,1080,rear_camera,961,228,1011,272,7
fr1469.jpg,1920,1080,rear_camera,917,240,973,290,7
fr1475.jpg,1920,1080,rear_camera,894,258,950,308,7
fr1481.jpg,1920,1080,rear_camera,941,272,994,328,7
fr1489.jpg,1920,1080,rear_camera,1011,275,1088,352,7
fr1497.jpg,1920,1080,rear_camera,1029,316,1129,405,7
fr1501.jpg,1920,1080,rear_camera,1088,334,1167,419,7
fr1505.jpg,1920,1080,rear_camera,1108,358,1191,443,7
fr1509.jpg,1920,1080,rear_camera,1117,381,1194,466,7
fr151.jpg,1920,1080,ovr_mirror,1323,16,1441,152,5
fr151.jpg,1920,1080,ovr_mirror,285,5,400,119,5
fr151.jpg,1920,1080,front_grill,317,411,1147,672,2
fr151.jpg,1920,1080,headlamp,1147,333,1435,571,3
fr151.jpg,1920,1080,headlamp,129,296,317,549,3
fr1513.jpg,1920,1080,rear_camera,1105,393,1182,469,7
fr1521.jpg,1920,1080,rear_camera,1100,375,1182,463,7
fr1529.jpg,1920,1080,rear_camera,1088,375,1182,463,7
fr1537.jpg,1920,1080,rear_camera,1076,369,1161,461,7
fr1551.jpg,1920,1080,rear_camera,1082,363,1179,461,7
fr1567.jpg,1920,1080,rear_camera,1053,349,1155,449,7
fr1575.jpg,1920,1080,rear_camera,985,308,1061,381,7
fr1581.jpg,1920,1080,rear_camera,897,258,973,334,7
fr1589.jpg,1920,1080,rear_camera,753,175,823,249,7
fr1595.jpg,1920,1080,rear_camera,647,90,726,166,7
fr1597.jpg,1920,1080,rear_camera,620,52,703,137,7
fr1601.jpg,1920,1080,rear_camera,576,1,658,72,7
fr163.jpg,1920,1080,front_grill,194,322,1108,634,2
fr163.jpg,1920,1080,headlamp,1105,246,1411,505,3
fr163.jpg,1920,1080,headlamp,3,205,194,487,3
fr1637.jpg,1920,1080,shvs,1235,913,1547,1031,8
fr1641.jpg,1920,1080,shvs,1197,828,1508,955,8
fr1645.jpg,1920,1080,shvs,1164,763,1476,881,8
fr1649.jpg,1920,1080,shvs,1135,666,1450,802,8
fr165.jpg,1920,1080,headlamp,1,213,188,475,3
fr165.jpg,1920,1080,headlamp,1105,228,1394,528,3
fr165.jpg,1920,1080,front_grill,191,325,1097,611,2
fr1653.jpg,1920,1080,shvs,1094,608,1400,755,8
fr1661.jpg,1920,1080,shvs,1044,522,1332,628,8
fr1665.jpg,1920,1080,shvs,1023,496,1323,622,8
fr1669.jpg,1920,1080,shvs,1005,475,1303,575,8
fr1675.jpg,1920,1080,shvs,982,452,1273,561,8
fr1681.jpg,1920,1080,shvs,976,440,1282,549,8
fr1687.jpg,1920,1080,shvs,985,437,1300,563,8
fr1699.jpg,1920,1080,shvs,1029,455,1361,581,8
fr1705.jpg,1920,1080,shvs,1044,461,1367,608,8
fr1709.jpg,1920,1080,shvs,1035,458,1367,575,8
fr1715.jpg,1920,1080,shvs,1000,437,1347,566,8
fr1725.jpg,1920,1080,shvs,961,443,1329,578,8
fr1731.jpg,1920,1080,shvs,908,413,1303,561,8
fr1735.jpg,1920,1080,shvs,903,399,1282,546,8
fr1741.jpg,1920,1080,shvs,891,405,1279,543,8
fr1747.jpg,1920,1080,shvs,870,419,1288,558,8
fr175.jpg,1920,1080,front_grill,144,299,1123,628,2
fr175.jpg,1920,1080,headlamp,1132,190,1432,490,3
fr175.jpg,1920,1080,headlamp,1,175,138,496,3
fr1755.jpg,1920,1080,shvs,885,428,1276,575,8
fr1757.jpg,1920,1080,shvs,881,435,1291,570,8
fr1761.jpg,1920,1080,shvs,864,422,1296,557,8
fr1765.jpg,1920,1080,shvs,869,440,1281,557,8
fr1769.jpg,1920,1080,shvs,849,450,1281,577,8
fr1773.jpg,1920,1080,shvs,856,450,1301,592,8
fr1781.jpg,1920,1080,shvs,794,515,1171,650,8
fr1791.jpg,1920,1080,shvs,669,655,1026,790,8
fr1797.jpg,1920,1080,shvs,626,682,966,777,8
fr1803.jpg,1920,1080,shvs,624,657,916,762,8
fr1807.jpg,1920,1080,shvs,629,637,886,712,8
fr1811.jpg,1920,1080,shvs,621,612,891,685,8
fr1813.jpg,1920,1080,shvs,619,603,864,672,8
fr1819.jpg,1920,1080,shvs,591,568,829,631,8
fr1819.jpg,1920,1080,alloy_wheel,1179,585,1364,1080,1
fr1827.jpg,1920,1080,alloy_wheel,1154,562,1391,1080,1
fr1827.jpg,1920,1080,shvs,609,527,819,637,8
fr1837.jpg,1920,1080,shvs,531,570,724,682,8
fr1837.jpg,1920,1080,alloy_wheel,1086,647,1306,1080,1
fr1843.jpg,1920,1080,shvs,431,582,604,677,8
fr1843.jpg,1920,1080,alloy_wheel,966,647,1201,1080,1
fr1843.jpg,1920,1080,alloy_wheel,1496,247,1601,502,1
fr1851.jpg,1920,1080,alloy_wheel,834,632,1111,1080,1
fr1851.jpg,1920,1080,shvs,336,575,524,645,8
fr1851.jpg,1920,1080,alloy_wheel,1416,250,1536,510,1
fr1855.jpg,1920,1080,alloy_wheel,844,657,1081,1080,1
fr1855.jpg,1920,1080,alloy_wheel,1411,270,1514,512,1
fr1855.jpg,1920,1080,shvs,305,585,488,647,8
fr1861.jpg,1920,1080,shvs,251,570,419,675,8
fr1861.jpg,1920,1080,alloy_wheel,781,647,1044,1080,1
fr1861.jpg,1920,1080,alloy_wheel,1384,265,1504,525,1
fr1867.jpg,1920,1080,alloy_wheel,711,650,1009,1080,1
fr1867.jpg,1920,1080,alloy_wheel,1384,280,1496,547,1
fr1867.jpg,1920,1080,shvs,186,572,349,667,8
fr1879.jpg,1920,1080,shvs,209,620,366,712,8
fr1879.jpg,1920,1080,alloy_wheel,786,710,1054,1080,1
fr1879.jpg,1920,1080,alloy_wheel,1486,357,1616,612,1
fr1895.jpg,1920,1080,alloy_wheel,1599,427,1719,702,1
fr1895.jpg,1920,1080,shvs,266,707,421,797,8
fr1913.jpg,1920,1080,shvs,229,670,379,772,8
fr1913.jpg,1920,1080,alloy_wheel,1546,375,1694,650,1
fr1913.jpg,1920,1080,alloy_wheel,789,750,1084,1080,1
fr1925.jpg,1920,1080,alloy_wheel,1456,387,1591,660,1
fr1925.jpg,1920,1080,alloy_wheel,661,735,979,1080,1
fr1925.jpg,1920,1080,shvs,106,660,266,740,8
fr1933.jpg,1920,1080,shvs,41,662,186,752,8
fr1933.jpg,1920,1080,alloy_wheel,599,755,921,1080,1
fr1933.jpg,1920,1080,alloy_wheel,1406,402,1534,665,1
fr1937.jpg,1920,1080,alloy_wheel,1389,410,1524,662,1
fr1937.jpg,1920,1080,alloy_wheel,609,765,909,1080,1
fr1937.jpg,1920,1080,shvs,34,667,179,735,8
fr1965.jpg,1920,1080,shvs,214,585,344,670,8
fr1965.jpg,1920,1080,alloy_wheel,709,712,1034,1080,1
fr1965.jpg,1920,1080,alloy_wheel,1539,362,1691,635,1
fr1977.jpg,1920,1080,alloy_wheel,736,677,1109,1080,1
fr1977.jpg,1920,1080,alloy_wheel,1579,382,1731,650,1
fr1977.jpg,1920,1080,shvs,254,580,391,662,8
fr199.jpg,1920,1080,headlamp,1237,119,1549,481,3
fr199.jpg,1920,1080,front_grill,141,252,1238,605,2
fr1999.jpg,1920,1080,alloy_wheel,1646,337,1811,610,1
fr1999.jpg,1920,1080,alloy_wheel,804,650,1129,1080,1
fr1999.jpg,1920,1080,shvs,321,517,446,592,8
fr201.jpg,1920,1080,front_grill,144,261,1255,596,2
fr201.jpg,1920,1080,headlamp,1261,113,1544,463,3
fr2015.jpg,1920,1080,shvs,354,532,476,600,8
fr2015.jpg,1920,1080,alloy_wheel,831,655,1159,1080,1
fr2015.jpg,1920,1080,alloy_wheel,1699,330,1864,617,1
fr2045.jpg,1920,1080,front_grill,527,587,1266,810,2
fr2045.jpg,1920,1080,headlamp,1259,477,1521,712,3
fr2045.jpg,1920,1080,headlamp,316,512,519,740,3
fr2045.jpg,1920,1080,ovr_mirror,399,230,506,325,5
fr2045.jpg,1920,1080,ovr_mirror,1349,207,1449,315,5
fr2051.jpg,1920,1080,headlamp,316,502,524,712,3
fr2051.jpg,1920,1080,headlamp,1269,472,1506,712,3
fr2051.jpg,1920,1080,front_grill,529,580,1271,807,2
fr2051.jpg,1920,1080,ovr_mirror,1346,202,1461,322,5
fr2051.jpg,1920,1080,ovr_mirror,386,230,511,340,5
fr2055.jpg,1920,1080,headlamp,319,510,536,710,3
fr2055.jpg,1920,1080,headlamp,1279,482,1509,720,3
fr2055.jpg,1920,1080,headlamp,521,582,1286,800,3
fr2055.jpg,1920,1080,ovr_mirror,1346,202,1454,315,5
fr2055.jpg,1920,1080,ovr_mirror,394,230,504,335,5
fr2059.jpg,1920,1080,front_grill,519,570,1281,812,2
fr2059.jpg,1920,1080,headlamp,1281,472,1501,725,3
fr2059.jpg,1920,1080,headlamp,319,500,519,735,3
fr2059.jpg,1920,1080,ovr_mirror,1354,200,1449,317,5
fr2059.jpg,1920,1080,ovr_mirror,401,232,504,330,5
fr2065.jpg,1920,1080,ovr_mirror,391,222,511,322,5
fr2065.jpg,1920,1080,ovr_mirror,1346,197,1451,320,5
fr2065.jpg,1920,1080,headlamp,1279,467,1511,737,3
fr2065.jpg,1920,1080,headlamp,316,497,531,747,3
fr2065.jpg,1920,1080,front_grill,516,580,1279,815,2
fr2069.jpg,1920,1080,front_grill,521,575,1281,812,2
fr2069.jpg,1920,1080,headlamp,1286,477,1514,722,3
fr2069.jpg,1920,1080,headlamp,321,507,516,735,3
fr2069.jpg,1920,1080,ovr_mirror,1351,202,1454,325,5
fr2069.jpg,1920,1080,ovr_mirror,396,225,504,330,5
fr2075.jpg,1920,1080,ovr_mirror,394,230,511,335,5
fr2075.jpg,1920,1080,ovr_mirror,1356,205,1459,312,5
fr2075.jpg,1920,1080,front_grill,524,577,1289,815,2
fr2075.jpg,1920,1080,headlamp,1276,470,1534,715,3
fr2075.jpg,1920,1080,headlamp,326,495,524,745,3
fr2079.jpg,1920,1080,headlamp,326,502,536,722,3
fr2079.jpg,1920,1080,headlamp,1291,477,1514,745,3
fr2079.jpg,1920,1080,front_grill,536,580,1284,827,2
fr2079.jpg,1920,1080,ovr_mirror,1354,202,1459,325,5
fr2079.jpg,1920,1080,ovr_mirror,401,232,511,335,5
fr2105.jpg,1920,1080,touch_infotainment,349,255,1384,907,9
fr2109.jpg,1920,1080,touch_infotainment,359,255,1376,895,9
fr2115.jpg,1920,1080,touch_infotainment,356,245,1379,912,9
fr2161.jpg,1920,1080,touch_infotainment,319,222,1454,867,9
fr2185.jpg,1920,1080,touch_infotainment,344,220,1449,920,9
fr2203.jpg,1920,1080,touch_infotainment,341,225,1501,955,9
fr2213.jpg,1920,1080,touch_infotainment,379,210,1549,920,9
fr2219.jpg,1920,1080,touch_infotainment,441,220,1591,900,9
fr2223.jpg,1920,1080,touch_infotainment,496,227,1624,897,9
fr2227.jpg,1920,1080,touch_infotainment,501,215,1639,910,9
fr2239.jpg,1920,1080,touch_infotainment,489,220,1634,917,9
fr2257.jpg,1920,1080,touch_infotainment,454,217,1609,912,9
fr227.jpg,1920,1080,headlamp,29,181,303,555,3
fr227.jpg,1920,1080,headlamp,1391,172,1691,546,3
fr227.jpg,1920,1080,front_grill,311,319,1385,675,2
fr2287.jpg,1920,1080,touch_infotainment,479,225,1601,897,9
fr229.jpg,1920,1080,headlamp,29,199,329,516,3
fr229.jpg,1920,1080,front_grill,1403,184,1700,552,2
fr229.jpg,1920,1080,front_grill,335,331,1400,669,2
fr2291.jpg,1920,1080,touch_infotainment,289,302,1556,1065,9
fr2303.jpg,1920,1080,touch_infotainment,281,295,1556,1032,9
fr2309.jpg,1920,1080,touch_infotainment,294,285,1584,1002,9
fr231.jpg,1920,1080,front_grill,332,352,1426,681,2
fr231.jpg,1920,1080,headlamp,1438,187,1714,534,3
fr231.jpg,1920,1080,headlamp,55,199,335,540,3
fr2317.jpg,1920,1080,touch_infotainment,281,277,1574,985,9
fr2319.jpg,1920,1080,touch_infotainment,289,297,1594,965,9
fr2323.jpg,1920,1080,touch_infotainment,284,270,1589,987,9
fr2329.jpg,1920,1080,touch_infotainment,284,257,1586,992,9
fr233.jpg,1920,1080,front_grill,341,350,1424,684,2
fr233.jpg,1920,1080,headlamp,1435,208,1729,543,3
fr233.jpg,1920,1080,headlamp,73,205,335,534,3
fr2353.jpg,1920,1080,touch_infotainment,284,242,1556,985,9
fr2391.jpg,1920,1080,touch_infotainment,279,225,1601,947,9
fr2401.jpg,1920,1080,touch_infotainment,286,217,1589,935,9
fr2407.jpg,1920,1080,touch_infotainment,281,215,1601,922,9
fr2413.jpg,1920,1080,touch_infotainment,279,215,1599,935,9
fr2445.jpg,1920,1080,touch_infotainment,274,222,1591,937,9
fr245.jpg,1920,1080,front_grill,395,376,1478,710,2
fr245.jpg,1920,1080,headlamp,1482,234,1782,581,3
fr245.jpg,1920,1080,headlamp,129,240,397,569,3
fr2465.jpg,1920,1080,manual_gear,746,285,1101,762,4
fr2473.jpg,1920,1080,manual_gear,761,275,1136,740,4
fr2477.jpg,1920,1080,manual_gear,744,282,1144,740,4
fr2485.jpg,1920,1080,manual_gear,779,282,1139,755,4
fr249.jpg,1920,1080,headlamp,121,246,412,581,3
fr249.jpg,1920,1080,headlamp,1488,240,1797,649,3
fr249.jpg,1920,1080,front_grill,420,352,1488,708,2
fr2499.jpg,1920,1080,manual_gear,781,265,1146,740,4
fr2509.jpg,1920,1080,manual_gear,789,272,1156,730,4
fr2513.jpg,1920,1080,manual_gear,779,257,1161,742,4
fr2535.jpg,1920,1080,manual_gear,739,237,1181,767,4
fr2551.jpg,1920,1080,manual_gear,709,220,1121,717,4
fr2557.jpg,1920,1080,manual_gear,691,220,1116,737,4
fr2563.jpg,1920,1080,manual_gear,709,215,1126,702,4
fr2569.jpg,1920,1080,manual_gear,724,277,1129,800,4
fr257.jpg,1920,1080,headlamp,113,241,404,576,3
fr257.jpg,1920,1080,headlamp,1464,243,1773,579,3
fr257.jpg,1920,1080,front_grill,411,396,1467,731,2
fr2571.jpg,1920,1080,manual_gear,724,290,1121,855,4
fr2575.jpg,1920,1080,manual_gear,761,280,1136,805,4
fr2577.jpg,1920,1080,manual_gear,791,282,1166,805,4
fr2579.jpg,1920,1080,manual_gear,814,287,1194,817,4
fr2581.jpg,1920,1080,manual_gear,871,280,1204,795,4
fr2583.jpg,1920,1080,manual_gear,874,322,1244,857,4
fr2591.jpg,1920,1080,manual_gear,939,420,1314,932,4
fr2595.jpg,1920,1080,manual_gear,969,395,1356,952,4
fr2599.jpg,1920,1080,manual_gear,974,375,1336,905,4
fr2601.jpg,1920,1080,manual_gear,979,372,1319,905,4
fr2605.jpg,1920,1080,manual_gear,966,360,1311,902,4
fr261.jpg,1920,1080,headlamp,114,240,391,587,3
fr261.jpg,1920,1080,headlamp,1467,249,1758,581,3
fr261.jpg,1920,1080,front_grill,397,396,1458,737,2
fr2611.jpg,1920,1080,manual_gear,956,365,1309,902,4
fr2627.jpg,1920,1080,manual_gear,934,335,1271,860,4
fr2631.jpg,1920,1080,manual_gear,904,302,1271,895,4
fr2645.jpg,1920,1080,manual_gear,896,260,1279,850,4
fr2667.jpg,1920,1080,manual_gear,749,300,1119,910,4
fr267.jpg,1920,1080,front_grill,376,393,1450,696,2
fr267.jpg,1920,1080,headlamp,123,255,376,561,3
fr267.jpg,1920,1080,headlamp,1453,252,1747,599,3
fr2677.jpg,1920,1080,manual_gear,694,317,1064,932,4
fr2685.jpg,1920,1080,manual_gear,714,265,1101,900,4
fr2691.jpg,1920,1080,manual_gear,636,217,1046,952,4
fr27.jpg,1920,1080,front_grill,430,558,1046,749,2
fr27.jpg,1920,1080,headlamp,1047,496,1262,690,3
fr27.jpg,1920,1080,headlamp,268,502,429,677,3
fr2701.jpg,1920,1080,manual_gear,669,362,1074,1012,4
fr271.jpg,1920,1080,front_grill,373,381,1453,740,2
fr271.jpg,1920,1080,headlamp,1458,237,1738,590,3
fr271.jpg,1920,1080,headlamp,111,252,370,563,3
fr2713.jpg,1920,1080,manual_gear,776,310,1199,902,4
fr2717.jpg,1920,1080,manual_gear,824,257,1236,837,4
fr2721.jpg,1920,1080,manual_gear,819,240,1286,922,4
fr2727.jpg,1920,1080,manual_gear,809,200,1254,830,4
fr2729.jpg,1920,1080,manual_gear,814,220,1236,772,4
fr2739.jpg,1920,1080,manual_gear,821,262,1304,875,4
fr2749.jpg,1920,1080,manual_gear,824,517,1311,1075,4
fr2763.jpg,1920,1080,manual_gear,689,562,1166,1060,4
fr2767.jpg,1920,1080,manual_gear,599,580,1081,1080,4
fr2777.jpg,1920,1080,manual_gear,509,605,1001,1080,4
fr2789.jpg,1920,1080,manual_gear,676,350,1159,1062,4
fr279.jpg,1920,1080,headlamp,103,255,385,593,3
fr279.jpg,1920,1080,headlamp,1432,258,1738,616,3
fr279.jpg,1920,1080,front_grill,367,413,1447,737,2
fr2799.jpg,1920,1080,manual_gear,714,392,1216,1080,4
fr2803.jpg,1920,1080,manual_gear,686,382,1184,1080,4
fr2809.jpg,1920,1080,manual_gear,629,307,1141,1050,4
fr2817.jpg,1920,1080,manual_gear,604,282,1131,1075,4
fr2823.jpg,1920,1080,manual_gear,581,317,1121,1080,4
fr2827.jpg,1920,1080,manual_gear,561,322,1099,1080,4
fr2831.jpg,1920,1080,manual_gear,581,335,1116,1080,4
fr2843.jpg,1920,1080,manual_gear,664,302,1144,1055,4
fr2845.jpg,1920,1080,manual_gear,659,277,1161,1045,4
fr2847.jpg,1920,1080,manual_gear,661,257,1151,1015,4
fr2853.jpg,1920,1080,manual_gear,661,267,1154,1025,4
fr2857.jpg,1920,1080,manual_gear,664,260,1164,1047,4
fr2867.jpg,1920,1080,manual_gear,691,315,1176,1027,4
fr2879.jpg,1920,1080,manual_gear,921,220,1471,985,4
fr2887.jpg,1920,1080,manual_gear,1171,72,1724,847,4
fr2895.jpg,1920,1080,manual_gear,1139,95,1716,840,4
fr2897.jpg,1920,1080,manual_gear,1101,50,1681,967,4
fr29.jpg,1920,1080,front_grill,440,570,1056,751,2
fr29.jpg,1920,1080,headlamp,275,508,440,681,3
fr29.jpg,1920,1080,headlamp,1054,494,1258,673,3
fr29.jpg,1920,1080,ovr_mirror,1182,284,1268,375,5
fr29.jpg,1920,1080,ovr_mirror,358,295,442,353,5
fr291.jpg,1920,1080,front_grill,355,408,1432,725,2
fr291.jpg,1920,1080,headlamp,1429,261,1726,581,3
fr291.jpg,1920,1080,headlamp,108,263,364,599,3
fr2911.jpg,1920,1080,manual_gear,1041,135,1571,732,4
fr2913.jpg,1920,1080,manual_gear,1054,147,1569,760,4
fr2919.jpg,1920,1080,manual_gear,1064,172,1554,782,4
fr2931.jpg,1920,1080,manual_gear,869,212,1424,822,4
fr2937.jpg,1920,1080,manual_gear,871,155,1399,792,4
fr2941.jpg,1920,1080,manual_gear,871,120,1409,720,4
fr2947.jpg,1920,1080,manual_gear,836,90,1421,710,4
fr2953.jpg,1920,1080,manual_gear,826,80,1416,730,4
fr2959.jpg,1920,1080,headlamp,291,162,1736,990,3
fr2963.jpg,1920,1080,headlamp,239,132,1684,927,3
fr2967.jpg,1920,1080,headlamp,269,75,1701,762,3
fr2969.jpg,1920,1080,headlamp,246,40,1706,900,3
fr2973.jpg,1920,1080,headlamp,259,65,1694,880,3
fr2977.jpg,1920,1080,headlamp,281,75,1679,802,3
fr2983.jpg,1920,1080,headlamp,306,92,1684,912,3
fr2987.jpg,1920,1080,headlamp,331,127,1666,735,3
fr299.jpg,1920,1080,headlamp,76,275,367,625,3
fr299.jpg,1920,1080,headlamp,1423,263,1735,622,3
fr299.jpg,1920,1080,front_grill,355,419,1429,737,2
fr2997.jpg,1920,1080,headlamp,389,130,1721,802,3
fr3.jpg,1920,1080,headlamp,221,525,401,701,3
fr3.jpg,1920,1080,headlamp,1027,520,1234,697,3
fr3.jpg,1920,1080,front_grill,401,586,1019,781,2
fr3029.jpg,1920,1080,headlamp,361,132,1646,802,3
fr3039.jpg,1920,1080,headlamp,286,155,1589,755,3
fr3049.jpg,1920,1080,headlamp,236,122,1539,787,3
fr305.jpg,1920,1080,front_grill,353,417,1427,735,2
fr305.jpg,1920,1080,headlamp,100,275,350,625,3
fr305.jpg,1920,1080,headlamp,1417,261,1717,599,3
fr3061.jpg,1920,1080,headlamp,214,62,1511,790,3
fr311.jpg,1920,1080,front_grill,335,416,1411,711,2
fr311.jpg,1920,1080,headlamp,1411,246,1705,616,3
fr311.jpg,1920,1080,headlamp,79,281,344,599,3
fr3137.jpg,1920,1080,ovr_mirror,416,27,1571,955,5
fr3139.jpg,1920,1080,ovr_mirror,414,10,1599,945,5
fr3145.jpg,1920,1080,ovr_mirror,414,35,1566,960,5
fr3151.jpg,1920,1080,ovr_mirror,384,37,1611,987,5
fr3161.jpg,1920,1080,ovr_mirror,439,52,1601,1020,5
fr3167.jpg,1920,1080,ovr_mirror,421,60,1611,997,5
fr3171.jpg,1920,1080,ovr_mirror,446,42,1609,1017,5
fr3175.jpg,1920,1080,ovr_mirror,444,45,1581,995,5
fr3181.jpg,1920,1080,ovr_mirror,451,72,1591,1007,5
